"number"|"type"|"state"|"u_change_outcome"|"u_approval_requested"|"approval"|"short_description"|"description"|"assignment_group"|"cmdb_ci"|"u_request_window_exception"|"start_date"|"end_date"|"work_start"|"work_end"|"risk"|"u_user_impact"|"u_technical_impact"
"CHG0043865"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"VMware host cal-its-esxi-01.usc.edu is in a frozen state, needs to be restarted"|"VMware host cal-its-esxi-01.usc.edu is in a frozen state, needs to be restarted. There are  154 VMs running on it, they will need to be shut down, the host restarted, then the VMs started up.
Affected list attached. 

Zoom Meeting here:


Hi there,

Jose Leal is inviting you to a scheduled Zoom meeting.

Join Zoom Meeting

Phone one-tap:

US: +16699006833,,99777086827# or +13462487799,,99777086827#

Meeting URL:

https://usc.zoom.us/j/99777086827?pwd=Zk10VUFVRjJ3UXA2djJHRHlBTndXdz09

Meeting ID:

997 7708 6827

Password:

564631

Join by Telephone

For higher quality, dial a number based on your current location.

Dial:


US: +1 669 900 6833 or +1 346 248 7799 or +1 253 215 8782 or +1 646 876 9923 or +1 301 715 8592 or +1 312 626 6799

Meeting ID:

997 7708 6827

International numbers

Join from an H.323/SIP room system

H.323:

162.255.37.11 (US West)
162.255.36.11 (US East)
115.114.131.7 (India Mumbai)
115.114.115.7 (India Hyderabad)
213.19.144.110 (EMEA)
103.122.166.55 (Australia)
209.9.211.110 (Hong Kong SAR)
64.211.144.160 (Brazil)
69.174.57.160 (Canada)
207.226.132.110 (Japan)

Meeting ID:

997 7708 6827

Password:

564631

SIP:

99777086827@zoomcrc.com

Password:

564631


"|"System Administrators"|"cal-its-esxi-01"|"False"|"6/12/2020 19:30"|"6/12/2020 23:00"|"6/12/2020 19:30"|"6/12/2020 23:00"|"High"|"For load balanced services there should be no impact. Other services may have temporary disruption when VM is shut down. Host restart is anticipated to take about 10-15 minutes. Total process we are asking for 3 hr although we anticipate it won't take that long."|"No technical impact to our vcenter environment, except for connection from host to associated cluster will be restored."
"CHG0043827"|"Emergency"|"Cancelled"|""|""|"Not Requested"|"Restart Active/Passive Controllers on CAL-Compellent and ARI-Compellent to Reinitiate SAN Replication"|"Restart Active/Passive Controllers on CAL-Compellent and ARI-Compellent to Re-initiate SAN Replication.  Due to the network change between CAL and Arizona, the controllers need to be rebooted to re-scan the ports."|"System Administrators"|"compellent01"|"False"|"6/12/2020 19:00"|"6/12/2020 23:00"|""|""|"Low"|"No Impact"|"No Impact"
"CHG0043866"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"Create Vlan to WPH BD and FL switches"|"Create Vlan to WPH BD and FL switches"|"Network Engineering"|"WPH-7060-BD1"|"False"|"6/12/2020 17:00"|"6/12/2020 22:00"|"6/12/2020 17:00"|"6/12/2020 18:05"|"Low"|"User will be able to use a private network for their traffic."|"Private network will be added to documentation for the network."
"CHG0043716"|"Normal"|"Pending"|""|""|"Not Requested"|"OpsGenie user role changes to restrict access to responder contact information."|"This change will be to remove the Who Is On Call - Show All option from the USC-ITS-User role in OpsGenie, and create a new USC-OC-NOC-CIRT-User role mirroring the current USC-ITS-User role.
"|"Solarwinds Admin"|"OpsGenie"|"False"|"6/12/2020 14:00"|"6/12/2020 15:00"|""|""|"Low"|"Post-change, only OpsGenie system admins and members of the new USC-OC-NOC-CIRT-User role will have access to the All Schedules portion of Who is on-call in OpsGenie."|"None."
"CHG0043857"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"Activate  link (CAL-7280-CL3:Et20/1 -------- TCC-7050-BD1:Et52/1) "|"Activate  link (CAL-7280-CL3:Et20/1 -------- TCC-7050-BD1:Et52/1)  once field services fixes fiber/optics."|"Network Engineering"|"CAL-7280-CL3"|"False"|"6/12/2020 10:30"|"6/12/2020 11:45"|"6/12/2020 11:20"|"6/12/2020 11:22"|"Low"|"No user impact. "|"No technical impact. This will bring back redundancy for TCC/SKS."
"CHG0043862"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"IActivate/Deactivate then decommission ports (SCA-7050-BD1 / SCA-7050-BD2)"|"Activate Ports connecting to Brad's firewall."|"Network Engineering"|"SCA-7050-BD1"|"False"|"6/12/2020 9:20"|"6/12/2020 11:00"|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0043674"|"Normal"|"Closed"|"Implemented � Successful"|"6/4/2020 9:53"|"Approved"|"Oracle Patch Set Upgrade(PSU)"|"Oracle Patch Set Upgrade from version 18 to 20 with Database reboot.
Though the change window is for 2 hours, the downtime will be observed only for 30 min during the DB reboot."|"IAM Operations MSP"|"MyAccess"|"False"|"6/12/2020 2:00"|"6/12/2020 4:00"|"6/12/2020 2:00"|"6/12/2020 2:57"|"Medium"|"(1) MyAccess will be unavailable during the 30 minute outage along with password resets.
(2) Use of the NetID system will be down for 30 minutes during the change window.
(3) Password sync (from various schools and units) will be offline during the 30-minute window but will be re-synced once the system is back online."|"Oracle patches which are released have to be applied on DB for its smooth functioning."
"CHG0043774"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|" THH - HPE multicast configuration changes "|"The multicast changes will be done to all HPE BD switches in the Building -THH

THH-5412-BD1,BD2,FL1,FL2"|"Network Engineering"|"THH-5412-BD1"|"False"|"6/11/2020 18:30"|"6/11/2020 22:00"|""|""|"Low"|"None. Building is unoccupied during this time."|"Multicast changes in configuration per HPE TAC to stem multicast flooding throughout the campus. "
"CHG0043832"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Not Requested"|"Add missing expiration dates to Kerberos passwords to 2020-08-28 through 2020-08-30 (95 accounts (Affiliate -70, Faculty-2, Staff -23))"|"Add missing expiration dates to Kerberos passwords.  A number of users have a 'null' value and this change is to put a specified date for the password to expire.

This change will enable an expiration date and time in the range of2020-08-28 through 2020-08-30  always at 12:00 PM PDT on the password for a subset of about 95 principals."|"IAM Operations MSP"|"Kerberos"|"False"|"6/11/2020 17:00"|"6/11/2020 20:00"|""|""|"Low"|"Users will receive notification of their passwords expiration date and will be given 30 days to update the password in accordance with the latest Passphrase policy."|"Expiration date data will be manually placed into the Kerberos system and the MyAccess platform."
"CHG0043855"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"Deactivate faulty link (CAL-7280-CL3:Et20/1 -------- TCC-7050-BD1:Et52/1) due to frequent flaps."|"Deactivate faulty link (CAL-7280-CL3:Et20/1 -------- TCC-7050-BD1:Et52/1) due to frequent flaps.

TCC/SKS is redundant via PHE-7280-CL3(Et20/1) --- TCC-7050-BD2(Et52/1) link."|"Network Engineering"|"CAL-7280-CL3"|"False"|"6/11/2020 15:10"|"6/11/2020 15:20"|"6/11/2020 15:22"|"6/11/2020 15:24"|"Low"|"No user impact. Building is served via redundant link. "|"Removing the faulty link out of port-channel will avoid performance issues for TCC/SKS users."
"CHG0043845"|"Standard"|"Closed"|"Implemented � with issues"|""|"Not Requested"|"Clemson customer requested to reboot their hardware in Colo (usc-3560-01.clemson.edu). "|"Clemson customer requested to reboot their hardware in Colo (usc-3560-01.clemson.edu). 

Attached is the email conversation/confirmation for reference.
=============================================
USC-3560-01 failed to come back up after power-cycle.  Clemson will plan on replacing"|"Hardware Services"|"Network Engineering"|"False"|"6/11/2020 13:00"|"6/11/2020 14:00"|""|""|"Low"|"During the reboot, the links will be down. Customer currently is not able to access their device."|"Reboot is requested by customer to troubleshoot their access."
"CHG0043691"|"Normal"|"Pending"|""|""|"Not Requested"|"Change to the ServiceNow integration settings to prevent OpsGenie alert forwarding from creating a ServiceNow ticket."|"This change is in response to INC0388013, which was created after a user set up a temporary forwarding rule in OpsGenie."|"Solarwinds Admin"|"OpsGenie"|"False"|"6/11/2020 12:00"|"6/11/2020 13:00"|""|""|"Low"|"None"|"OpsGenie will no longer create Service Now tickets for alert forwarding rule additions."
"CHG0043844"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"move the 3 ap's set up  for the Covid Screening tent from the Event Group to the ESH group to facilitate the Dental School Screening Application"|"Event-ap-275-03  ESH-Event  275      10.40.51.209  Up 30d:2h:36m:6s    2      10.5.2.35  0.0.0.0     9c:8c:d8:cc:f4:18  CNH0HMZ05K        N/A   N/A       
Event-ap-275-04  ESH-Event  275      10.40.51.215  Up 29d:23h:46m:6s  2      10.5.2.35  0.0.0.0     9c:8c:d8:cd:0a:c0  CNH3HMZ07Q        N/A   N/A       
Event-ap-275-05  ESH-Event  275      10.40.51.116  Up 30d:1h:56m:3s   2      10.5.2.33  10.5.2.29   c8:b5:ad:c3:2e:ae  CND4HMZ0MK        N/A   N/A   

Move these three ap's from the ESH-Event Group to the ESH Standard building Group
"|"Wireless Services"|"USC Secure Wireless"|"False"|"6/11/2020 10:15"|"6/11/2020 10:20"|""|""|"Low"|"Customer request will be fulfilled"|"Improved network performance"
"CHG0043825"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Approved"|"Patch Redundant Fault Tolerant Windows Servers"|"Patch Redundant Fault Tolerant Windows Servers"|"System Administrators"|"PCI"|"False"|"6/11/2020 6:47"|"6/12/2020 6:47"|""|""|"Low"|"Specific machines may not be available during maintenance period"|"Systems will be up to date with security and stability fixes"
"CHG0043729"|"Normal"|"Closed"|"Implemented � with issues"|"6/8/2020 11:21"|"Approved"|"ServiceNow GRC 3.0 release"|"This change request encompasses the updates necessary for GRC applications in ServiceNow to improve current functionality within the risk event, risk statement, and risk lifecycle workflow.

Requirements included in the release to be attached once confirmed by GRC team
Requirements were provided by the GRC Director & GRC Team. 
Development is done by EY consultants on behalf of the GRC Team.
Oversight of development is done by the ServiceNow team.

GRC 3.0 will implement a series of non-impacting releases to production via the normal change process. "|"Service Management"|"ServiceNow"|"False"|"6/11/2020 6:00"|"6/11/2020 11:00"|""|""|"Medium"|"ITIL users, SecOps users, and ESS Users (customers) will not be impacted by any functional changes as a result of this change.  The GRC team and its customers will benefit from the extended functionality provided in this change

The initial implementation of the GRC application and the two subsequent GRC releases occurred without impact.  This is being handled as a normal change to allow appropriate communication to the organization so people are made aware of the updates made to GRC and ensure said changes will not cause any user impact. "|"There should not be any technical impact as this is an OOB process that currently exists in ServiceNow. 

There should be no user impact (outage/degradation) during the change window ."
"CHG0043789"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Approved"|"Telephone add, moves, changes"|"SIP Locations Clean up. 
In the Avaya Session Manager, there is an erroneous setting on the Routing/Locations table that routes all traffic with IP 10.*.*.* to Communication Manager. This is preventing us from routing some outbound calls via SIP trunks. This change will remove this setting. 
Using an abundance of caution, we will have DPS change their routing to analog while we perform this change.
In SMGR,: 
1) Under the Elements tab, click on Routing
2) Click on Locations and locate the USC Location
3) Remove the 10.* entry under the Location Pattern.  

Place an call to DPS to confirm routing change."|"UC Analysts"|"Avaya"|"False"|"6/10/2020 22:00"|"6/10/2020 23:59"|""|""|"Medium"|"DPS Main Number might be impacted.  They will be notified and move to analog service while the change is made and test calls are placed"|"Locations table might impact inbound call routing to DPS"
"CHG0043803"|"Emergency"|"Closed"|"Implemented � with issues"|""|"Approved"|"[Break-Fix] - CyberVault - Myaccess integartion | CyberVault Group Aggregation Failure"|"CyberVault - MyAccess aggregation is failing in production. We had reach out to the vendors and they suggest to upgrade the Jar files. 
Vendor provided an updated .jar to replace on the SCIM (integration server) to resolve this.

Justification:  CyberVault MyAccess aggregation is failing in production.

We have successfully tested the upgrade to SCIM jar 1.1.5 in our test environment."|"IAM PAM Ops"|"Cyberark PAM Servers"|"False"|"6/10/2020 22:00"|"6/11/2020 1:00"|"6/10/2020 22:00"|"6/10/2020 22:45"|"Low"|"Request was put in through MyAccess and approved at this time, would need to be re-submitted after the window by MyAccess MSP.  Reporting shows that no requests have been submitted/approved in this window in the past 3 months.  No impact expected. "|"The service should be more efficient and might stop needing to be restarted when we get MyAccess requests."
"CHG0043792"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"New MAC-AUTH policy in Clearpass for Ellison's New Juniper Environment"|"Creation of a new wired dot1x mac-auth policy for Ellison to accommodate their new Juniper environment so device registration works on the wired with mac-auth. 

Join Zoom Meeting

Phone one-tap: US: +16699006833,,98179436259# or +13462487799,,98179436259#

Meeting URL: https://usc.zoom.us/j/98179436259

Meeting ID: 981 7943 6259
Join by Telephone
For higher quality, dial a number based on your current location.
Dial:
US: +1 669 900 6833 or +1 346 248 7799 or +1 253 215 8782 or +1 301 715 8592 or +1 312 626 6799 or +1 646 876 9923
Meeting ID: 981 7943 6259
International numbers"|"Wireless Services"|"cppm-pub"|"False"|"6/10/2020 22:00"|"6/11/2020 2:00"|"6/10/2020 22:00"|"6/10/2020 23:55"|"Low"|"Should have no user impact"|"Should not have any technical impact"
